name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,pollen_intensity,admission number
"Lisbon,Portugal",2019-01-11,12.1,6.4,9.5,12.1,3.4,8.1,-0.9,48.7,0.0,0,0.0,,0,0.0,,20.4,41.9,1025.7,0.0,12.1,127.0,10.9,5,,2019-01-11T07:54:31,2019-01-11T17:34:34,0.12,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,3
"Lisbon,Portugal",2019-01-12,13.0,6.0,9.4,13.0,3.3,8.0,1.0,56.4,0.0,0,0.0,,0,0.0,33.5,18.4,43.0,1029.3,0.0,10.9,129.0,11.0,5,,2019-01-12T07:54:18,2019-01-12T17:35:35,0.16,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,6
"Lisbon,Portugal",2019-01-13,13.5,6.9,9.8,13.5,4.8,8.8,2.9,62.9,0.0,0,0.0,,0,0.0,27.7,16.8,34.1,1028.7,0.4,10.5,129.0,11.0,5,,2019-01-13T07:54:03,2019-01-13T17:36:36,0.21,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,3
"Lisbon,Portugal",2019-01-14,15.4,4.9,9.9,15.4,3.8,9.6,6.1,78.2,0.0,0,0.0,,0,0.0,29.5,11.9,337.4,1024.4,1.5,9.7,123.5,10.5,5,,2019-01-14T07:53:45,2019-01-14T17:37:39,0.26,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,6
"Lisbon,Portugal",2019-01-15,12.3,7.7,10.1,12.3,7.1,9.8,8.3,89.0,0.0,0,0.0,,0,0.0,25.9,9.8,9.3,1021.0,13.2,6.9,28.7,2.5,1,,2019-01-15T07:53:26,2019-01-15T17:38:42,0.31,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,3
"Lisbon,Portugal",2019-01-16,12.4,9.9,10.9,12.4,9.2,10.8,9.8,93.2,0.667,100,25.0,rain,0,0.0,,9.1,39.0,1019.7,15.7,4.4,41.8,3.6,2,,2019-01-16T07:53:04,2019-01-16T17:39:46,0.36,Rain,Clear conditions throughout the day with rain.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,0
"Lisbon,Portugal",2019-01-17,14.0,7.3,10.6,14.0,6.0,10.1,5.9,74.8,0.008,100,4.17,rain,0,0.0,,25.5,356.3,1020.9,7.0,11.2,122.3,10.4,6,,2019-01-17T07:52:40,2019-01-17T17:40:51,0.41,Rain,Clear conditions throughout the day with morning rain.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,5
"Lisbon,Portugal",2019-01-18,14.9,8.5,11.1,14.9,6.8,10.5,7.3,78.3,8.736,100,33.33,rain,0,0.0,,19.6,311.3,1021.2,12.8,10.6,63.8,5.3,3,,2019-01-18T07:52:14,2019-01-18T17:41:57,0.45,Rain,Clear conditions throughout the day with rain.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,1
"Lisbon,Portugal",2019-01-19,16.4,9.6,12.6,16.4,9.2,12.6,11.6,93.6,10.487,100,41.67,rain,0,0.0,44.6,25.9,276.9,1016.6,7.6,8.2,37.3,3.2,2,,2019-01-19T07:51:47,2019-01-19T17:43:03,0.48,Rain,Clear conditions throughout the day with rain.,rain,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,4
"Lisbon,Portugal",2019-01-20,15.0,11.4,12.6,15.0,11.4,12.6,8.0,73.8,0.04,100,4.17,rain,0,0.0,,29.0,345.2,1019.7,4.2,11.0,114.3,9.9,6,,2019-01-20T07:51:17,2019-01-20T17:44:09,0.5,Rain,Clear conditions throughout the day with early morning rain.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,3
"Lisbon,Portugal",2019-01-21,15.4,10.0,11.9,15.4,10.0,11.9,6.5,70.6,0.094,100,4.17,rain,0,0.0,,24.9,354.0,1024.2,3.8,12.0,139.7,12.1,6,,2019-01-21T07:50:45,2019-01-21T17:45:16,0.5,Rain,Clear conditions throughout the day with morning rain.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,5
"Lisbon,Portugal",2019-01-22,13.8,9.4,11.8,13.8,8.1,11.7,7.5,75.4,0.05,100,4.17,rain,0,0.0,,20.3,318.7,1023.9,14.3,11.7,67.8,5.8,3,,2019-01-22T07:50:11,2019-01-22T17:46:23,0.52,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,6
"Lisbon,Portugal",2019-01-23,16.9,11.5,13.4,16.9,11.5,13.4,9.7,78.7,0.217,100,20.83,rain,0,0.0,40.7,28.5,332.8,1020.5,13.2,11.0,70.2,6.0,3,,2019-01-23T07:49:36,2019-01-23T17:47:31,0.54,Rain,Clear conditions throughout the day with rain.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,4
"Lisbon,Portugal",2019-01-24,17.0,13.0,14.2,17.0,13.0,14.2,10.7,79.4,0.003,100,4.17,rain,0,0.0,63.0,33.2,351.1,1017.7,10.8,12.1,58.9,5.1,3,,2019-01-24T07:48:58,2019-01-24T17:48:40,0.58,Rain,Clear conditions throughout the day with morning rain.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,3
"Lisbon,Portugal",2019-01-25,18.6,9.9,14.1,18.6,8.9,14.1,8.5,70.4,0.0,0,0.0,,0,0.0,31.7,13.8,11.0,1019.2,0.4,11.0,142.6,12.2,6,,2019-01-25T07:48:19,2019-01-25T17:49:48,0.63,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,5
"Lisbon,Portugal",2019-01-26,18.8,8.8,12.9,18.8,8.8,12.9,8.3,75.3,0.0,0,0.0,,0,0.0,27.7,20.9,5.4,1020.6,0.8,9.9,114.9,9.9,6,,2019-01-26T07:47:37,2019-01-26T17:50:57,0.68,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,0
"Lisbon,Portugal",2019-01-27,14.5,10.6,12.2,14.5,10.6,12.2,6.8,70.3,0.0,0,0.0,,0,0.0,44.6,28.0,350.7,1023.3,5.3,10.9,82.9,7.0,5,,2019-01-27T07:46:54,2019-01-27T17:52:06,0.73,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,1
"Lisbon,Portugal",2019-01-28,15.8,10.5,12.6,15.8,10.5,12.6,8.7,77.4,0.001,100,4.17,rain,0,0.0,,20.1,337.8,1026.0,13.3,12.0,88.8,7.5,4,,2019-01-28T07:46:09,2019-01-28T17:53:15,0.79,Rain,Clear conditions throughout the day with afternoon rain.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,6
"Lisbon,Portugal",2019-01-29,14.9,11.7,12.8,14.9,11.7,12.8,10.8,87.8,1.287,100,37.5,rain,0,0.0,37.1,21.7,298.8,1022.3,13.9,10.5,63.9,5.3,3,,2019-01-29T07:45:23,2019-01-29T17:54:24,0.84,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,1
"Lisbon,Portugal",2019-01-30,14.5,10.6,12.6,14.5,10.6,12.6,11.5,93.2,6.209,100,50.0,rain,0,0.0,,22.9,263.4,1016.4,14.8,10.2,34.8,2.9,2,,2019-01-30T07:44:34,2019-01-30T17:55:34,0.88,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,1
"Lisbon,Portugal",2019-01-31,15.0,12.7,14.0,15.0,12.7,14.0,13.1,94.2,13.981,100,75.0,rain,1,0.6,48.2,32.3,253.6,1007.7,15.8,8.4,44.8,3.8,3,,2019-01-31T07:43:44,2019-01-31T17:56:43,0.92,Rain,Clear conditions throughout the day with a chance of rain or snow throughout the day.,snow,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
"Lisbon,Portugal",2019-02-01,14.0,9.8,11.6,14.0,6.8,11.5,7.8,78.1,10.607,100,70.83,rain,0,1.0,77.8,41.2,284.7,1004.2,9.9,11.3,84.3,7.2,4,,2019-02-01T07:42:52,2019-02-01T17:57:53,0.95,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,0
"Lisbon,Portugal",2019-02-02,13.8,9.0,10.5,13.8,6.9,9.4,4.5,67.3,0.672,100,20.83,rain,0,0.4,42.5,23.1,338.0,1020.0,3.4,10.6,129.2,11.2,5,,2019-02-02T07:41:58,2019-02-02T17:59:02,0.98,Rain,Clear conditions throughout the day with rain.,rain,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,3
"Lisbon,Portugal",2019-02-03,14.4,7.1,10.2,14.4,5.4,9.4,2.7,61.4,0.0,0,0.0,,0,0.0,,21.5,348.4,1029.1,1.9,10.9,155.0,13.4,6,,2019-02-03T07:41:03,2019-02-03T18:00:12,1.0,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
"Lisbon,Portugal",2019-02-04,14.4,5.8,9.4,14.4,4.3,8.9,2.0,60.9,0.008,100,4.17,rain,0,0.0,,10.6,23.8,1030.3,10.2,11.0,149.0,12.9,6,,2019-02-04T07:40:06,2019-02-04T18:01:21,1.0,Rain,Clear conditions throughout the day with afternoon rain.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,1
"Lisbon,Portugal",2019-02-05,16.5,6.9,11.0,16.5,6.1,10.7,3.4,60.9,0.0,0,0.0,,0,0.0,31.7,12.2,21.4,1029.0,6.2,10.5,163.0,14.2,6,,2019-02-05T07:39:08,2019-02-05T18:02:30,0.0,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,4
"Lisbon,Portugal",2019-02-06,16.7,8.2,12.0,16.7,8.2,11.9,6.5,70.1,0.0,0,0.0,,0,0.0,,15.7,348.7,1026.4,8.0,10.6,154.3,13.5,6,,2019-02-06T07:38:08,2019-02-06T18:03:40,0.01,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,3
"Lisbon,Portugal",2019-02-07,16.4,9.0,12.5,16.4,8.9,12.4,8.4,77.1,0.0,0,0.0,,0,0.0,,16.2,341.9,1025.9,8.1,11.5,123.0,10.8,6,,2019-02-07T07:37:07,2019-02-07T18:04:49,0.03,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
"Lisbon,Portugal",2019-02-08,16.7,9.4,12.2,16.7,8.5,12.1,8.0,76.3,0.0,0,0.0,,0,0.0,29.5,13.9,308.7,1024.5,12.7,11.8,147.5,12.7,7,,2019-02-08T07:36:04,2019-02-08T18:05:58,0.06,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,1
"Lisbon,Portugal",2019-02-09,16.9,11.1,13.2,16.9,11.1,13.2,9.2,77.4,0.0,0,0.0,,0,0.0,37.1,17.7,218.0,1024.0,7.3,11.1,96.3,8.3,4,,2019-02-09T07:34:59,2019-02-09T18:07:07,0.09,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,4
"Lisbon,Portugal",2019-02-10,17.3,11.2,14.2,17.3,11.2,14.2,12.6,90.1,2.529,100,29.17,rain,0,0.0,,25.1,239.1,1025.4,7.9,9.8,65.7,5.6,4,,2019-02-10T07:33:54,2019-02-10T18:08:15,0.13,Rain,Clear conditions throughout the day with rain.,rain,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,1
"Lisbon,Portugal",2019-02-11,16.7,9.0,12.1,16.7,7.3,11.8,6.9,71.9,0.006,100,8.33,rain,0,0.0,,15.2,345.7,1028.9,4.0,11.8,172.6,15.1,7,,2019-02-11T07:32:47,2019-02-11T18:09:24,0.18,Rain,Clear conditions throughout the day with rain.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,4
"Lisbon,Portugal",2019-02-12,18.1,9.5,13.0,18.1,7.5,12.6,6.7,66.0,0.0,0,0.0,,0,0.0,,18.0,37.8,1028.7,1.5,11.7,174.9,15.3,7,,2019-02-12T07:31:38,2019-02-12T18:10:32,0.23,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
"Lisbon,Portugal",2019-02-13,17.9,9.8,13.5,17.9,8.1,13.3,7.4,67.0,0.0,0,0.0,,0,0.0,,13.4,52.3,1027.6,0.8,11.2,174.0,15.1,7,,2019-02-13T07:30:29,2019-02-13T18:11:40,0.28,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,1
"Lisbon,Portugal",2019-02-14,18.9,9.5,13.9,18.9,8.3,13.7,9.5,76.1,0.0,0,0.0,,0,0.0,,19.4,109.2,1024.8,1.3,10.8,178.1,15.4,7,,2019-02-14T07:29:18,2019-02-14T18:12:47,0.33,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
"Lisbon,Portugal",2019-02-15,17.5,9.9,13.7,17.5,8.0,13.6,8.5,72.0,0.0,0,0.0,,0,0.0,37.1,15.6,60.5,1024.1,11.7,12.0,118.2,10.3,5,,2019-02-15T07:28:05,2019-02-15T18:13:55,0.38,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,4
"Lisbon,Portugal",2019-02-16,18.0,11.9,14.2,18.0,11.9,14.2,7.5,64.6,0.0,0,0.0,,0,0.0,38.9,17.6,43.7,1022.4,3.2,10.4,178.7,15.5,7,,2019-02-16T07:26:52,2019-02-16T18:15:02,0.43,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
"Lisbon,Portugal",2019-02-17,17.0,9.4,12.7,17.0,7.8,12.6,10.1,84.8,3.676,100,12.5,rain,0,0.0,29.5,11.0,98.9,1019.9,6.1,7.3,135.6,11.8,6,,2019-02-17T07:25:38,2019-02-17T18:16:09,0.47,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,5
"Lisbon,Portugal",2019-02-18,13.5,10.1,11.6,13.5,10.1,11.6,8.5,81.4,1.632,100,37.5,rain,0,0.0,,28.1,7.1,1017.3,13.5,10.6,49.0,4.4,3,,2019-02-18T07:24:22,2019-02-18T18:17:15,0.49,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,5
"Lisbon,Portugal",2019-02-19,16.0,10.0,12.6,16.0,10.0,12.6,6.9,69.0,0.0,0,0.0,,0,0.0,35.3,15.7,9.5,1020.4,6.2,11.9,180.5,15.7,7,,2019-02-19T07:23:05,2019-02-19T18:18:21,0.5,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
"Lisbon,Portugal",2019-02-20,17.4,8.7,12.2,17.4,7.4,11.9,6.6,69.3,0.0,0,0.0,,0,0.0,,13.0,60.2,1022.2,10.8,10.8,166.0,14.5,6,,2019-02-20T07:21:47,2019-02-20T18:19:27,0.51,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
"Lisbon,Portugal",2019-02-21,18.1,9.5,13.6,18.1,8.2,13.4,10.0,79.9,0.0,0,0.0,,0,0.0,40.7,19.0,135.3,1024.4,10.8,10.1,162.8,14.2,6,,2019-02-21T07:20:29,2019-02-21T18:20:33,0.53,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,3
"Lisbon,Portugal",2019-02-22,20.5,10.9,15.0,20.5,10.9,15.0,9.5,71.6,0.0,0,0.0,,0,0.0,38.9,17.8,119.8,1027.4,11.3,10.5,172.0,15.0,7,,2019-02-22T07:19:09,2019-02-22T18:21:38,0.56,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
"Lisbon,Portugal",2019-02-23,20.8,11.3,15.3,20.8,11.3,15.3,8.0,64.7,0.0,0,0.0,,0,0.0,31.7,13.8,40.5,1029.1,4.0,10.3,173.8,15.0,7,,2019-02-23T07:17:48,2019-02-23T18:22:43,0.6,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,5
"Lisbon,Portugal",2019-02-24,21.5,10.9,16.3,21.5,10.9,16.3,7.1,55.2,0.0,0,0.0,,0,0.0,,17.9,43.6,1027.7,2.4,10.4,185.6,16.1,7,,2019-02-24T07:16:26,2019-02-24T18:23:48,0.65,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
"Lisbon,Portugal",2019-02-25,21.6,10.9,16.1,21.6,10.9,16.1,7.2,57.7,0.0,0,0.0,,0,0.0,37.1,13.6,56.8,1028.0,2.0,11.7,193.4,16.8,7,,2019-02-25T07:15:04,2019-02-25T18:24:52,0.7,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,1
"Lisbon,Portugal",2019-02-26,20.5,10.5,15.2,20.5,10.5,15.2,7.1,60.5,0.0,0,0.0,,0,0.0,44.6,17.7,105.2,1024.6,10.7,12.1,154.8,13.3,6,,2019-02-26T07:13:40,2019-02-26T18:25:56,0.76,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,1
"Lisbon,Portugal",2019-02-27,18.4,12.0,14.6,18.4,12.0,14.6,9.5,71.8,0.0,0,0.0,,0,0.0,,18.3,358.0,1027.9,13.2,10.4,147.3,12.5,6,,2019-02-27T07:12:16,2019-02-27T18:27:00,0.81,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,0
"Lisbon,Portugal",2019-02-28,18.5,10.9,14.1,18.5,10.9,14.1,8.0,67.8,0.0,0,0.0,,0,0.0,,18.5,344.9,1029.8,11.3,12.2,144.7,12.6,7,,2019-02-28T07:10:51,2019-02-28T18:28:03,0.85,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,3
"Lisbon,Portugal",2019-03-01,19.3,11.9,14.4,19.3,11.9,14.4,10.0,75.3,0.0,0,0.0,,0,0.0,,25.2,341.9,1027.1,7.5,11.5,69.8,6.0,3,,2019-03-01T07:09:26,2019-03-01T18:29:06,0.89,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,1
"Lisbon,Portugal",2019-03-02,20.9,12.0,15.6,20.9,12.0,15.6,11.1,75.2,0.0,0,0.0,,0,0.0,,17.6,337.1,1027.4,5.9,11.0,131.8,11.1,5,,2019-03-02T07:07:59,2019-03-02T18:30:09,0.93,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,4
"Lisbon,Portugal",2019-03-03,18.5,9.9,13.6,18.5,9.4,13.6,10.9,84.3,0.0,0,0.0,,0,0.0,,23.4,248.6,1024.9,5.5,10.0,182.8,15.6,6,,2019-03-03T07:06:32,2019-03-03T18:31:11,0.96,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,3
"Lisbon,Portugal",2019-03-04,18.8,12.2,15.1,18.8,12.2,15.1,11.4,80.2,2.737,100,25.0,rain,0,0.0,,20.4,260.7,1022.1,12.5,10.6,128.3,10.9,5,,2019-03-04T07:05:04,2019-03-04T18:32:13,0.98,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,4
"Lisbon,Portugal",2019-03-05,17.5,13.1,15.1,17.5,13.1,15.1,13.5,90.2,4.034,100,37.5,rain,0,0.0,64.8,38.3,205.0,1015.0,7.6,9.1,94.6,8.2,3,,2019-03-05T07:03:36,2019-03-05T18:33:15,1.0,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,4
"Lisbon,Portugal",2019-03-06,15.9,11.1,13.1,15.9,11.1,13.1,10.0,82.2,27.529,100,66.67,rain,0,0.0,55.4,35.8,260.1,1010.8,12.3,11.0,172.5,15.0,7,,2019-03-06T07:02:07,2019-03-06T18:34:17,1.0,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
"Lisbon,Portugal",2019-03-07,15.4,9.5,11.9,15.4,8.3,11.8,9.0,83.5,14.149,100,41.67,rain,0,0.0,,30.2,248.1,1018.2,12.1,10.4,90.9,7.7,4,,2019-03-07T07:00:38,2019-03-07T18:35:18,0.0,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,3
"Lisbon,Portugal",2019-03-08,17.4,11.5,13.8,17.4,11.5,13.8,8.0,69.5,0.002,100,4.17,rain,0,0.0,44.6,25.6,348.4,1024.7,11.5,12.0,191.8,16.7,8,,2019-03-08T06:59:08,2019-03-08T18:36:19,0.02,Rain,Clear conditions throughout the day with morning rain.,rain,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
"Lisbon,Portugal",2019-03-09,20.0,10.4,14.9,20.0,10.4,14.9,9.2,70.4,0.0,0,0.0,,0,0.0,35.3,18.9,8.8,1031.2,0.7,10.7,218.7,18.8,8,,2019-03-09T06:57:37,2019-03-09T18:37:20,0.04,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
"Lisbon,Portugal",2019-03-10,20.9,12.5,15.5,20.9,12.5,15.5,11.1,76.0,0.0,0,0.0,,0,0.0,,23.0,346.4,1031.3,2.4,10.8,186.5,16.2,8,,2019-03-10T06:56:06,2019-03-10T18:38:20,0.07,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999",good,1
"Lisbon,Portugal",2019-03-11,22.5,12.5,16.3,22.5,12.5,16.3,9.6,66.6,0.0,0,0.0,,0,0.0,,16.8,340.7,1029.5,0.5,11.7,225.8,19.7,8,,2019-03-11T06:54:35,2019-03-11T18:39:20,0.1,Clear,Clear conditions throughout the day.,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999",good,2
